id,title,category,brand,modelno,price,name,desc,cluster_id
amazon_19911,usb 2.0 bay media card reader,computer accessories,siig,ju-mr0012-s1,16.82,usb 2.0 bay media card reader,,28
walmart_735,bell o high-speed hdmi cable with ethernet 1-meter,tv accessories,bell ' o,hd7101,59.99,bell o high-speed hdmi cable with ethernet 1-meter,,120
amazon_15284,verbatim 94892 700 mb 52x datalifeplus silver inkjet printable recordable disc cd-r 50-disc spindle,cd-r discs,verbatim,94892,14.15,verbatim 94892 700 mb 52x datalifeplus silver inkjet printable recordable disc cd-r 50-disc spindle,,107
walmart_229,wacom ptk640 intuos4 medium pen graphics tablet,electronics - general,wacom tech corp.,ptk640,372.88,wacom ptk640 intuos4 medium pen graphics tablet,,61
amazon_9717,polaroid cia-1237pc 12 mp digital camera with 3x optical zoom pink,point shoot digital cameras,polaroid,cia-1237pc,69.99,polaroid cia-1237pc 12 mp digital camera with 3x optical zoom pink,,435
amazon_4784,kodak easyshare m552 14 mp digital camera with 5x optical zoom and 2.7-inch lcd - dark pink new model,point shoot digital cameras,kodak,1942390,,kodak easyshare m552 14 mp digital camera with 5x optical zoom and 2.7-inch lcd - dark pink new model,,548
walmart_2209,bankers box super stor drawer file ltr steel plastic 12-3 4 x 23 x 10-1 2 blk we 6 ctn,storage,bankers box,,179.99,bankers box super stor drawer file ltr steel plastic 12-3 4 x 23 x 10-1 2 blk we 6 ctn,,390
walmart_1589,startech esata usb to sata external hard drive docking station for 2.5 hdd,electronics - general,startech,satadocku2e,29.84,startech esata usb to sata external hard drive docking station for 2.5 hdd,,37
amazon_13476,sony dpw30r2h 1.4 gb camcorder 8cm dvd rw single,dvd rw discs,sony,dpw30r2h,3.49,sony dpw30r2h 1.4 gb camcorder 8cm dvd rw single,,449
amazon_16953,new-sh230 monaural headset - sh230,accessories supplies,sennheiser,,89.32,new-sh230 monaural headset - sh230,,399
walmart_182,targus zierra case for blackberry playbook tablet black,electronics - general,targus,thz053us,55.88,targus zierra case for blackberry playbook tablet black,,744
amazon_18623,belkin f2e9142-wht pro series adc to dvi apple monitor adapter,connectors adapters,belkin,f2e9142-wht,24.99,belkin f2e9142-wht pro series adc to dvi apple monitor adapter,,39
amazon_4984,hp scanjet 5590 digital flatbed scanner - flatbed scanner - letter - 2400 dpi x 2400 dpi - adf 50 sheets - hi-speed usb,,hp,5590 digital flatbed scanner,296.0,hp scanjet 5590 digital flatbed scanner - flatbed scanner - letter - 2400 dpi x 2400 dpi - adf 50 sheets - hi-speed usb,,273
amazon_14498,carapace keyboard cover for macbook,computers accessories,sonnet technologies,kp-mb,15.61,carapace keyboard cover for macbook,,836
amazon_4283,avery 2180 - file folder labels on mini-sheets 2 3 x 3-7 16 assorted 300 pack,,avery,,,avery 2180 - file folder labels on mini-sheets 2 3 x 3-7 16 assorted 300 pack,,23
amazon_345,brother hl4570cdw color laser printer with wireless networking and duplex,laser printers,brother,hl4570cdw,399.99,brother hl4570cdw color laser printer with wireless networking and duplex,,726
amazon_15009,griffin powerblock dual universal charger for mp3 players and usb devices 2amp - 1a per port black,chargers,griffin technology,na23061,8.3,griffin powerblock dual universal charger for mp3 players and usb devices 2amp - 1a per port black,,260
walmart_1073,corsair hx3x12g1333c9 12 gb xms3 6 x 2 gb pc3-10600 1333mhz 240-pin ddr3 core i7 triple channel memory kit desktop memory module,memory,corsair,hx3x12g1333c9,163.82,corsair hx3x12g1333c9 12 gb xms3 6 x 2 gb pc3-10600 1333mhz 240-pin ddr3 core i7 triple channel memory kit desktop memory module,,117
amazon_3668,q-see qsd360 indoor outdoor vandalproof dome ccd camera color,dome cameras,q-see,qsd360,103.88,q-see qsd360 indoor outdoor vandalproof dome ccd camera color,,319
walmart_453,incipio ak-334 kaddy nylon folio for amazon kindle 3 black,mp3 accessories,incipio,ak-334,28.5,incipio ak-334 kaddy nylon folio for amazon kindle 3 black,,639
walmart_563,bic wite-out shake n squeeze correction pen white 4-pack,stationery & office machinery,bic,wosqpp418-whi,8.39,bic wite-out shake n squeeze correction pen white 4-pack,,657
walmart_2378,lg 32 class lcd 720p 60hz hdtv 32lk330,electronics : flat panel tv,lg,32lk330,344.0,lg 32 class lcd 720p 60hz hdtv 32lk330,,525
amazon_430,asus f1a75-m pro - f1 socket - a75 - sata 6gbps and usb 3.0 - matx amd hudson d3 micro atx ddr3 1800 amd - fm1 motherboards,motherboards,asus,f1a75-m pro,109.99,asus f1a75-m pro - f1 socket - a75 - sata 6gbps and usb 3.0 - matx amd hudson d3 micro atx ddr3 1800 amd - fm1 motherboards,,265
walmart_1377,office star products 93 series leather visitors chair with loop arms black,furniture,office star,,179.49,office star products 93 series leather visitors chair with loop arms black,,707
amazon_11894,fellowes 8031101 monitor riser,monitor arms stands,fellowes,8031101,28.39,fellowes 8031101 monitor riser,,839
walmart_2396,crown super-soaker polypropylene wiper mat with gripper bottom 45 x 67 charcoal,rugs,crown,ssr046ch,139.97,crown super-soaker polypropylene wiper mat with gripper bottom 45 x 67 charcoal,,300
walmart_2409,pioneer cd-iu50v usb interface cable for ipod iphone tm,car stereos,pioneer,cd-iu50v,55.88,pioneer cd-iu50v usb interface cable for ipod iphone tm,,232
amazon_3323,v7 3 button usb optical mouse,mice,v7,m30p10-7n,6.99,v7 3 button usb optical mouse,,652
walmart_1402,adesso gp-160pb easy cat 2 button glidepoint touchpad - electrostatic - ps 2,mice,adesso,gp-160pb,34.82,adesso gp-160pb easy cat 2 button glidepoint touchpad - electrostatic - ps 2,,388
walmart_1177,da-lite leg saver back brace for standard fast-fold screens,electronics - general,da-lite,72120,82.0,da-lite leg saver back brace for standard fast-fold screens,,737
walmart_2275,quantum mr-s2mqn-01 super dlttape ii cartridge,mp3 accessories,quantum,mr-s2mqn-01,94.88,quantum mr-s2mqn-01 super dlttape ii cartridge,,788
amazon_7358,trendnet usb to gigabit ethernet adapter tu2-etg,connectors adapters,trendware,tu2-etg,31.99,trendnet usb to gigabit ethernet adapter tu2-etg,,568
walmart_147,middle atlantic 30 amp stand-alone mpr module,tv accessories,middle atlantic,rlm30-l520-1,237.99,middle atlantic 30 amp stand-alone mpr module,,31
amazon_3153,new clarion eqs746 half-din graphic equalizer with built-in crossover car stereo head units,memory card readers,clarion,,86.2,new clarion eqs746 half-din graphic equalizer with built-in crossover car stereo head units,,569
walmart_1953,startech 3-port 2b 1a 1394 mini pci express firewire card adapter,electronics - general,startech,mpex1394b3,69.0,startech 3-port 2b 1a 1394 mini pci express firewire card adapter,,553
walmart_1610,q-see qsbncomp10 antenna connector,garden - general,q-see,qsbncomp10,15.72,q-see qsbncomp10 antenna connector,,47
amazon_9237,wintec filemate imagine series m2810 usb standard mouse - white with jet black 3fmnm2810ubk-r,mice,wintec,3fmnm2810ubk-r,11.99,wintec filemate imagine series m2810 usb standard mouse - white with jet black 3fmnm2810ubk-r,,330
walmart_1846,canon psc-4100 deluxe soft case compatible with sx-30 canon camera,photography - general,canon,psc-4100,22.99,canon psc-4100 deluxe soft case compatible with sx-30 canon camera,,481
amazon_13592,roocase executive leather portfolio black case cover with landscape portrait view stand for samsung galaxy tab tablet p1000 wi-fi 3g,cases sleeves,roocase,,24.98,roocase executive leather portfolio black case cover with landscape portrait view stand for samsung galaxy tab tablet p1000 wi-fi 3g,,455
walmart_2327,connectland 1.20-meter stainless steel notebook security lock with key,electronics - general,syba multimedia,cl-nbk65016,11.88,connectland 1.20-meter stainless steel notebook security lock with key,,98
walmart_108,imation 26607 rdx cartridge hard drive,hard drives,imation,26607,117.84,imation 26607 rdx cartridge hard drive,,141
walmart_1397,sharp electronics xldh259n 160w micro system with ipod dock black,stereos/audio,sharp,xl-dh259n,0.0,sharp electronics xldh259n 160w micro system with ipod dock black,,344
walmart_184,los angeles dodgers pink iphone 4 hard case,electronics - general,tribeca,fva4450,29.99,los angeles dodgers pink iphone 4 hard case,,807
amazon_9548,smart label printer multipurpose labels,audio video accessories,seiko,,13.82,smart label printer multipurpose labels,,180
amazon_12881,kensington slimblade notebook wireless mouse with nano receiver k72334us,mice,kensington,k72334us,29.99,kensington slimblade notebook wireless mouse with nano receiver k72334us,,111
amazon_14454,coby cs-p14 personal mini stereo speakers,computer speakers,coby,cs-p14,8.56,coby cs-p14 personal mini stereo speakers,,258
walmart_2483,kenwood 6.5 2-way 160w speaker system kfc-1652,stereos/audio,kenwood,kfc-1652,29.99,kenwood 6.5 2-way 160w speaker system kfc-1652,,626
amazon_2476,00540 antijam extra heavy duty stapler for up to 215 sheets black bos00540,printer staples,stanley,,70.99,00540 antijam extra heavy duty stapler for up to 215 sheets black bos00540,,329
amazon_17383,cinegray prime vision series fixed frame screen - 135 diagonal,projection screens,elite,,1069.0,cinegray prime vision series fixed frame screen - 135 diagonal,,488
amazon_7135,epson workforce pro gt-s50 document imaging scanner,printers,epson,b11b194011,355.91,epson workforce pro gt-s50 document imaging scanner,,798
walmart_722,corsair memory vs2gbkit400c3 2 gb pc3200 400mhz 184-pin ddr desktop memory kit,memory,corsair,vs2gbkit400c3,59.82,corsair memory vs2gbkit400c3 2 gb pc3200 400mhz 184-pin ddr desktop memory kit,,416
walmart_2349,brother tn110bk black toner cartridge,printers,brother,tn110bk,49.88,brother tn110bk black toner cartridge,,92
amazon_21912,6.6 ft clearlinks premium gold series high-speed hdmi cable,,cp technology,cl-hdmi-pg-6 .6 ft,14.79,6.6 ft clearlinks premium gold series high-speed hdmi cable,,594
amazon_4576,buffalo technology linkstation mini 1 tb 2 x 500 gb compact network attached storage ls-wsx1 .0 tl r1,network attached storage,buffalo technology,ls-wsx1 .0 tl/r1,199.99,buffalo technology linkstation mini 1 tb 2 x 500 gb compact network attached storage ls-wsx1 .0 tl r1,,185
walmart_2140,htc sensation 4g,prepaid wireless phones,generic,610214626400,0.0,htc sensation 4g,,56
amazon_8368,arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black,tv mounts,arrowmounts,am-p16b,37.26,arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black,,536
walmart_217,imation 32gb pocket flash drive,usb drives,imation,27860,77.21,imation 32gb pocket flash drive,,549
walmart_2125,scosche it4scbk tch 3 switchback,mp3 accessories,scosche,it4scbk,32.88,scosche it4scbk tch 3 switchback,,538
walmart_781,ampad envirotec 100 recycled file folders 1 3 cut top tab letter brown 100pk,stationery & office machinery,,35113,12.94,ampad envirotec 100 recycled file folders 1 3 cut top tab letter brown 100pk,,22
walmart_1899,panasonic kx-fatc506 high yield cyan toner cartridge,printers,panasonic,kx-fatc506,89.84,panasonic kx-fatc506 high yield cyan toner cartridge,,368
amazon_20309,night owl security no-8lcd 8-inch color lcd security monitor with audio,security monitors displays,night owl optics,no-8lcd,99.94,night owl security no-8lcd 8-inch color lcd security monitor with audio,,63
walmart_1834,guardian ecoguard indoor rubber wiper mats 36 x 60 charcoal,rugs,guardian,eg030504,55.97,guardian ecoguard indoor rubber wiper mats 36 x 60 charcoal,,103
amazon_20506,tenba 638-623 mixx large camera shoulder bag black blue,cases bags,tenba,638-623,57.95,tenba 638-623 mixx large camera shoulder bag black blue,,747
walmart_992,hp 61 black tri-color combo inkjet cartridge,printers,hp,hp 61,30.5,hp 61 black tri-color combo inkjet cartridge,,27
walmart_219,microsoft wireless mobile mouse 4000 sgkomen pink,mice,microsoft,d5d-00052,20.0,microsoft wireless mobile mouse 4000 sgkomen pink,,651
amazon_16032,svat gx301-012 digital wireless dvr security system with sd card recording long range night visi,computers accessories,svat,,345.0,svat gx301-012 digital wireless dvr security system with sd card recording long range night visi,,271
walmart_1467,slappa ladies damask netbook sleeve in white,electronics - general,slappa,nsv-121,39.99,slappa ladies damask netbook sleeve in white,,35
amazon_3566,scosche gm1515b s10 rack kit for 1995-97 general motors sonoma chevrolet,power-cable terminals,scosche,gm1515b,9.88,scosche gm1515b s10 rack kit for 1995-97 general motors sonoma chevrolet,,500
amazon_11172,dymo labelwriter shipping labels white 2-5 16 x 4 300 per pack,labeling tapes,dymo,30256,15.15,dymo labelwriter shipping labels white 2-5 16 x 4 300 per pack,,613
amazon_264,new-axis gk-013 107-key ps 2 keyboard black - cp76006,keyboards,axis,,11.51,new-axis gk-013 107-key ps 2 keyboard black - cp76006,,252
amazon_6876,san diego chargers pro grip mouse,mice,team promark,msnf25,24.99,san diego chargers pro grip mouse,,674
amazon_13179,sharp el1192bl two-color printing calculator calculator prting desktop pack of2,printing,sharp,,95.66,sharp el1192bl two-color printing calculator calculator prting desktop pack of2,,165
walmart_2194,fellowes hd precision cordless mouse,mice,fellowes,98904,44.84,fellowes hd precision cordless mouse,,510
amazon_18166,brother tn110bk black toner cartridge compatible with hl-4040cn hl-4070cdw series,laser printer toner,brother,tn-110bk,37.99,brother tn110bk black toner cartridge compatible with hl-4040cn hl-4070cdw series,,92
amazon_16832,new-mohawk 36101 - color copy gloss paper 96 brightness 32lb 8-1 2 x 11 white 500 sheets ream - mow36101,computers accessories,mohawk,,34.52,new-mohawk 36101 - color copy gloss paper 96 brightness 32lb 8-1 2 x 11 white 500 sheets ream - mow36101,,69
amazon_3253,xantech 283tpd designer twin plug blink emitter,printers,xantech,,28.0,xantech 283tpd designer twin plug blink emitter,,238
amazon_6288,audiovox sirius sha1 outdoor home antenna grey,radio antennas,terk,sha1,33.72,audiovox sirius sha1 outdoor home antenna grey,,391
walmart_1011,startech superspeed usb 3.0 sata adapter cable for 2.5 in or 3.5 in hard drives usb3s2sata,networking,startech,usb3s2sata,49.0,startech superspeed usb 3.0 sata adapter cable for 2.5 in or 3.5 in hard drives usb3s2sata,,67
walmart_1248,advantus premier heavy-duty retractable id card reel 24 extension black chrome 12 box,accessories apparel,,75406,60.94,advantus premier heavy-duty retractable id card reel 24 extension black chrome 12 box,,41
walmart_1093,crown clean step dirt grabber mat 60-sheet refill pad 4 ct,home care,crown,wcrplpdw,269.97,crown clean step dirt grabber mat 60-sheet refill pad 4 ct,,756
amazon_12891,acer iconia tab bluetooth keyboard,keyboards,acer,bluetooth keyboard,46.99,acer iconia tab bluetooth keyboard,,269
amazon_4426,rolodex 67060 - petite open tray card file holds 125 2 1 4 x 4 cards black,accessories supplies,rolodex,,,rolodex 67060 - petite open tray card file holds 125 2 1 4 x 4 cards black,,695
walmart_2040,skooba design skooba skin 1617 large laptop sleeve in blue microsuede with blue lining,electronics - general,skooba design,725-303,33.99,skooba design skooba skin 1617 large laptop sleeve in blue microsuede with blue lining,,478
amazon_10558,canon ack-dc30 ac adapter kit for sd700is sd800is sd850is sd870is sd880is sd890is sd900 sd950is sd990is sd970is sx200is digital cameras,battery chargers,canon,1137b001,49.99,canon ack-dc30 ac adapter kit for sd700is sd800is sd850is sd870is sd880is sd890is sd900 sd950is sd990is sd970is sx200is digital cameras,,83
walmart_695,clarion sirius satellite radio receiver adapter,satellite radio,clarion,clasc1,49.99,clarion sirius satellite radio receiver adapter,,125
walmart_2305,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,hd527b3,84.98,clickfree c2 500gb usb 3.0 portable external hard drive,,223
amazon_18153,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,,742
walmart_1208,xantech 283dmw designer blink emitter single mini wire,stereos/audio,xantech,283dmw,11.88,xantech 283dmw designer blink emitter single mini wire,,421
amazon_4783,kodak easyshare m530 12 mp digital camera with 3x wide angle optical zoom and 2.7-inch lcd red,point shoot digital cameras,kodak,easyshare m530 red,99.99,kodak easyshare m530 12 mp digital camera with 3x wide angle optical zoom and 2.7-inch lcd red,,533
amazon_21373,samsung ec-st65 digital camera with 14 mp and 5x optical zoom indigo blue,point shoot digital cameras,samsung,ec-st65zzbpuus,,samsung ec-st65 digital camera with 14 mp and 5x optical zoom indigo blue,,49
amazon_20939,san diego chargers brown pro-grip optical mouse,computers accessories,fanatics,,,san diego chargers brown pro-grip optical mouse,,674
amazon_14359,samsung opc drum for clp-500 series clp-500rb xaa,,samsung,clp-500rb / xaa,156.44,samsung opc drum for clp-500 series clp-500rb xaa,,363
walmart_759,apricorn 320gb padlock 128-bit hardware-encrypted portable drive,hard drives,apricorn,a25-pl128-320,99.82,apricorn 320gb padlock 128-bit hardware-encrypted portable drive,,550
walmart_1895,q-see qt426 16-channel digital video recorder,garden - general,q-see,qt426-5,612.24,q-see qt426 16-channel digital video recorder,,52
walmart_934,evga geforce 210 512mb ddr3 pci express graphics card,electronics - general,evga,512p31310lr,32.88,evga geforce 210 512mb ddr3 pci express graphics card,,217
walmart_1268,disney toy story cd boom box,portable audio,disney,ts500b,39.54,disney toy story cd boom box,,38
amazon_8279,bits limited scg 2 six outlet smart strip,outlet plates,bits limited,scg 2,28.89,bits limited scg 2 six outlet smart strip,,767
amazon_16666,new-wilson jones 21402 - super heavy weight sheet protector clear 25 box - wlj21402,storage presentation materials,wilson jones,,21.0,new-wilson jones 21402 - super heavy weight sheet protector clear 25 box - wlj21402,,582
amazon_20174,extended capacity maintenance kit workcentre c2424,printer accessories,tektronix,108r00657,154.84,extended capacity maintenance kit workcentre c2424,,448
walmart_2033,canon cli-221 magenta ink cartridge 2948b001,printers,canon,cli221mag,16.84,canon cli-221 magenta ink cartridge 2948b001,,740
walmart_2254,brother hl-4570cdw wireless laser color printer duplex printing,printers,brother,hl-4570cdw,481.86,brother hl-4570cdw wireless laser color printer duplex printing,,726
walmart_2360,wilson jones visitor register book red hardcover 112 pages,stationery & office machinery,wilson jones,s490,41.94,wilson jones visitor register book red hardcover 112 pages,,706
amazon_5364,targus platinum blacktop 17 standard laptop case - notebook carrying case - 17 - gray black,bags cases,targus,cpt301us,35.17,targus platinum blacktop 17 standard laptop case - notebook carrying case - 17 - gray black,,375
amazon_6308,gear head 3 button wireless optical wheel mouse blk slvr usb,audio video accessories,gear head,mp2300blk,18.99,gear head 3 button wireless optical wheel mouse blk slvr usb,,480
walmart_376,toshiba ph3100u-1e3s 1tb usb 3.0 desktop hard drive,hard drives,toshiba,ph3100u-1e3s,89.0,toshiba ph3100u-1e3s 1tb usb 3.0 desktop hard drive,,194
amazon_12892,kanguru defender 1 gb usb 2.0 flash drive v2 kdv2-1g,usb flash drives,kanguru solutions,kdv2-1g,33.43,kanguru defender 1 gb usb 2.0 flash drive v2 kdv2-1g,,118
amazon_20145,innovera softskin gel wrist rest black,wrist rests,innovera,,13.17,innovera softskin gel wrist rest black,,134
amazon_11088,fujifilm instax mini twin pack instant film,film,fuji,instax mini twin pack,18.36,fujifilm instax mini twin pack instant film,,522
amazon_11227,wintec filemate 32 gb s-professional compactflash card,memory cards,wintec,3fmcf32gbs-r,79.99,wintec filemate 32 gb s-professional compactflash card,,59
walmart_1626,hp q1421a universal semi-gloss photo paper,stationery & office machinery,hp,q1421a,94.88,hp q1421a universal semi-gloss photo paper,,700
amazon_19556,mukii 2-port usb 3.0 expresscard 34 adapter,computers accessories,mukii,,21.25,mukii 2-port usb 3.0 expresscard 34 adapter,,333
amazon_12569,clarion clasc1 sirius satellite radio receiver adapter,accessories,clarion,clasc1,49.99,clarion clasc1 sirius satellite radio receiver adapter,,125
amazon_12024,acer et.vv3hp.a01 23-inch widescreen lcd monitor black,monitors,acer,et.vv3hp.a01,149.09,acer et.vv3hp.a01 23-inch widescreen lcd monitor black,,631
walmart_599,corsair cm2x2048-6400c5 xms2 2gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit,memory,corsair,cm2x2048-6400c5,40.82,corsair cm2x2048-6400c5 xms2 2gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit,,48
amazon_18197,bond street ltd. 416020sil - 5 attach case aluminum 18 x 5 x 13-1 2 black silver,computer accessories,bond street,,,bond street ltd. 416020sil - 5 attach case aluminum 18 x 5 x 13-1 2 black silver,,17
amazon_18980,new-best-rite 33250 - wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white - blt33250,stands,best rite,,229.0,new-best-rite 33250 - wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white - blt33250,,1
walmart_1108,microsoft arc touch mouse,mice,microsoft,rvf-00001,57.88,microsoft arc touch mouse,,725
walmart_2139,agf blackberry torch 9800 9810 endo grt case black black,electronics - general,agf,ha0435-m005,25.88,agf blackberry torch 9800 9810 endo grt case black black,,224
amazon_18704,mavis beacon keyboarding kidz kids typing,audio video accessories,encore,20151,20.85,mavis beacon keyboarding kidz kids typing,,353
amazon_11438,startech.com 3 port 2b 1a 1394 mini pci express firewire card adapter mpex1394b3,firewire port cards,startech,mpex1394b3,61.24,startech.com 3 port 2b 1a 1394 mini pci express firewire card adapter mpex1394b3,,553
amazon_17543,smead 75174 - 5 1 4 inch expansion end tab file pockets with tyvek letter manila 10 box,,smead,,,smead 75174 - 5 1 4 inch expansion end tab file pockets with tyvek letter manila 10 box,,661
walmart_88,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt wheasel easel adjustable melamine dry erase board white,,1
amazon_19150,new-scosche fptag ipod touch 4g anti-glare screen protectors 2 pk - sisfptag,complete tripod units,scosche,,14.99,new-scosche fptag ipod touch 4g anti-glare screen protectors 2 pk - sisfptag,,781
walmart_1986,eaton 3s750 ups 750va,electronics - general,eaton,3s750,86.88,eaton 3s750 ups 750va,,42
walmart_550,clover ccm636 ultra-mini color camera,garden - general,clover electronics,ccm636,87.84,clover ccm636 ultra-mini color camera,,579
walmart_2412,lexmark x651h11a high-yield toner 25000 page-yield black,printers,lexmark,x651h11a,565.2,lexmark x651h11a high-yield toner 25000 page-yield black,,335
walmart_2536,gator cases ata molded utility case 11.7 x 16.7 x 5.9,electronics - general,gator cases,gxdf-1116-5-tsa,139.99,gator cases ata molded utility case 11.7 x 16.7 x 5.9,,677
walmart_1695,smead recycled end tab fastener folders straight cut 11pt legal manila 50 box,stationery & office machinery,,37160,41.18,smead recycled end tab fastener folders straight cut 11pt legal manila 50 box,,507
amazon_15434,sony mdrzx100 whi outdoor headphones,headphones,sony,mdrzx100/whi,15.49,sony mdrzx100 whi outdoor headphones,,379
amazon_12734,manfrotto mb sm390-5bc unica v messenger bag brown,cases bags,manfrotto,mb sm390-5bc,89.89,manfrotto mb sm390-5bc unica v messenger bag brown,,535
amazon_2720,midland xtc200 hd 720p extreme action camera,sports outdoor gps,midland,,182.6,midland xtc200 hd 720p extreme action camera,,559
walmart_1044,ifrogz ipod touch 4 luxe original case blue black,mp3 accessories,ifrogz,it4lo-blu/blk,29.99,ifrogz ipod touch 4 luxe original case blue black,,689
amazon_1662,roocase executive portfolio magenta leather case cover with landscape portrait view for blackberry playbook tablet wi-fi 4g,cases sleeves,roocase,,20.0,roocase executive portfolio magenta leather case cover with landscape portrait view for blackberry playbook tablet wi-fi 4g,,749
walmart_2515,corsair 115gb solid state drive corsair force series,hard drives,corsair,cssdf115gbp2brk,261.25,corsair 115gb solid state drive corsair force series,,202
amazon_7304,verbatim store n go superspeed 500 gb usb 3.0 portable external hard drive 97397 black,computers accessories,verbatim,97397,69.99,verbatim store n go superspeed 500 gb usb 3.0 portable external hard drive 97397 black,,18
amazon_21709,imation rdx removable hard disk cartridge 160gb,blank media,imation,26607,108.0,imation rdx removable hard disk cartridge 160gb,,141
walmart_999,igo ps00291-0001 keyjuice micro mini usb cable,phone accessories,igo,ps00291-0001,7.88,igo ps00291-0001 keyjuice micro mini usb cable,,53
amazon_13245,wintec filemate imagine series m2810 usb standard mouse - white with light blue 3fmnm2810ubl-r,mice,wintec,3fmnm2810ubl-r,11.99,wintec filemate imagine series m2810 usb standard mouse - white with light blue 3fmnm2810ubl-r,,330
walmart_663,epson workforce pro gt-s50 document image scanner,electronics - general,epson,b11b194011,407.12,epson workforce pro gt-s50 document image scanner,,798
walmart_2548,sabrent 6-in-1 usb 2.0 flash memory card reader,usb drives,sabrent,crw-ext,10.98,sabrent 6-in-1 usb 2.0 flash memory card reader,,406
walmart_2471,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format,electronics - general,da-lite,23077,11385.99,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format,,32
amazon_7443,startech.com 10 100 mbps usb print server pm1115u,print servers,startech,pm1115u,35.23,startech.com 10 100 mbps usb print server pm1115u,,418
walmart_936,vizio 42 ultra-slim m420sv,television,vizio,m420sv,697.54,vizio 42 ultra-slim m420sv,,588
amazon_13677,hdmi cable adapter hdmi to mini hdmi cable adapter for m,hdmi cables,startech,hdmiacfm,4.74,hdmi cable adapter hdmi to mini hdmi cable adapter for m,,112
amazon_6998,honey maple veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,projection screens,da-lite,,,honey maple veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,,73
walmart_2295,lexmark 18c2249 36xl 37xl high-yield ink 500 page-yield 2 pack black,printers,lexmark,18c2249,66.99,lexmark 18c2249 36xl 37xl high-yield ink 500 page-yield 2 pack black,,527
walmart_1618,lathem time 900e electronic time recorder automatic,stationery & office machinery,,900e,239.94,lathem time 900e electronic time recorder automatic,,187
walmart_1560,pc treasures wireless optical mouse 2.4 ghz purple,mice,pc treasures,07227,17.82,pc treasures wireless optical mouse 2.4 ghz purple,,618
walmart_19,hp 80 ink printhead printhead cleaner black c4890a,stationery & office machinery,hp,c4890a,268.79,hp 80 ink printhead printhead cleaner black c4890a,,782
amazon_2750,maxell timbers earbud,headphones,maxell,190243,11.45,maxell timbers earbud,,650
walmart_892,premiertek pl-2301a powerlink amplus wireless range extender,networking,premiertek,pl-2301a,45.88,premiertek pl-2301a powerlink amplus wireless range extender,,817
amazon_9295,verbatim store n go 2 gb usb 2.0 flash drive 96438 metallic pink,usb flash drives,verbatim,96438,9.99,verbatim store n go 2 gb usb 2.0 flash drive 96438 metallic pink,,556
amazon_17174,new-analog rca volume leveler - dct6s,accessories,srs,,65.0,new-analog rca volume leveler - dct6s,,5
amazon_101,agf ha0435-m005 case for blackberry torch 9800 and 9810 endo grt - 1 pack - retail packaging - black,cases,agf,ha0435-m005,23.93,agf ha0435-m005 case for blackberry torch 9800 and 9810 endo grt - 1 pack - retail packaging - black,,224
amazon_3250,xantech cpl10 rf ir coupler,audio video accessories,xantech,cpl10,12.0,xantech cpl10 rf ir coupler,,349
amazon_20240,postage meter labels for personal post office e700,printer accessories,avery,,,postage meter labels for personal post office e700,,128
amazon_2578,casio exilim ex-zs10 black 14 mp stylish and slim digital camera with 5x wide-angle zoom and 720p hd video capture,point shoot digital cameras,casio,ex-zs10 black,,casio exilim ex-zs10 black 14 mp stylish and slim digital camera with 5x wide-angle zoom and 720p hd video capture,,431
amazon_9389,toshiba 1 tb usb 3.0 external hard drive ph3100u-1e3s black silver,external hard drives,toshiba,ph3100u-1e3s,80.23,toshiba 1 tb usb 3.0 external hard drive ph3100u-1e3s black silver,,194
walmart_1651,inland proht iphone screen protector,electronics - general,inland,08563,9.99,inland proht iphone screen protector,,444
amazon_20932,fr530cb 3m adjustable footrest,footrests,3m #,fr530cb #,67.34,fr530cb 3m adjustable footrest,,450
amazon_4318,ape case ac252 tri-fold travel wallet digital camera case camcorder bags camera bags,networking products,ape case,,,ape case ac252 tri-fold travel wallet digital camera case camcorder bags camera bags,,359
walmart_78,case logic 18 laptop case,electronics - general,case logic,147735,39.99,case logic 18 laptop case,,542
walmart_2462,pioneer ts-w2502d2 10 champion series pro subwoofer,car stereos,pioneer,ts-w2502d2,268.0,pioneer ts-w2502d2 10 champion series pro subwoofer,,230
walmart_1071,panasonic lightweight headphones w xbs rp-ht21,electronics - general,panasonic,rp-ht21,9.88,panasonic lightweight headphones w xbs rp-ht21,,838
